2018年 医 保 药 品 目 录,,,,,,,,,,
,,,,,,,,,,,
序号,医保项目编码,医保项目名称,统计类别,目录等级,医疗目录,工伤目录,生育目录,普通人员支付类型,特殊人群支付类型,居民支付类型
7038,N331510008_00,胫骨高位截骨术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7039,N331510009_00,跟骨截骨术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7040,N331510010_00,成骨不全多段截骨术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7041,N331511001_00,肘关节融合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7042,N331511002_00,先天性胫骨缺如胫骨上端膝关节融合术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7043,N331511003_01,踝关节融合手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7044,N331511003_02,三关节融合手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7045,N331511003_03,胫、距关节融合手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7046,N331511003_04,四关节融合手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7047,N331511004_00,跟骰关节融合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7048,N331511005_01,近侧趾间关节融合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7049,N331511005_02,近节趾骨背侧楔形截骨手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7050,N331512001_00,肘关节叉状成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7051,N331512002_00,网球肘松解术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7052,N331512003_00,尺骨延长术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7053,N331512004_00,尺骨短缩术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7054,N331512005_00,桡骨延长术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7055,N331512006_00,桡骨短缩术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7056,N331512007_00,股骨延长术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7057,N331512008_00,髋臼造盖成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7058,N331512009_00,血管束移植充填植骨术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7059,N331512010_01,股四头肌成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7060,N331512010_02,经关节镜股四头肌成形术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7061,N331512011_00,膝内外翻定点闭式折骨术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7062,N331512012_01,髌韧带成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7063,N331512012_02,髌韧带断裂直接缝合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7064,N331512012_03,髌韧带断裂远方移位术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7065,N331512012_04,髌韧带断裂止点移位术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7066,N331512012_05,髌韧带断裂重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7067,N331512012_06,髌韧带断裂人工髌腱成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7068,N331512013_00,胫骨结节垫高术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7069,N331512014_00,先天性马蹄内翻足松解术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7070,N331512015_01,踝外翻矫形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7071,N331512015_02,踝外翻截骨矫形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7072,N331512015_03,踝外翻肌腱移位矫形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7073,N331512016_00,第二跖骨头修整成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7074,N331512017_00,骨移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7075,N331512018_00,胫骨延长术,治疗费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7076,N331512019_00,上肢关节松解术,治疗费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7077,N331512020_00,下肢关节松解术,治疗费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7078,N331513001_00,肩关节离断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7079,N331513002_00,肩胛胸部间离断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7080,N331513003_01,手指残端修整术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7081,N331513003_02,掌残端修整术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7082,N331513003_03,前臂残端修整术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7083,N331513004_00,上肢截肢术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7084,N331513005_00,髋关节离断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7085,N331513006_00,大腿截肢术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7086,N331513007_00,小腿截肢术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7087,N331513008_00,足踝部截肢术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7088,N331513009_01,截指术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7089,N331513009_02,截多指术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7090,N331513009_03,截趾术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7091,N331513009_04,截多趾术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7092,N331514001_01,断肢再植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7093,N331514001_02,经显微镜断肢再植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7094,N331514002_01,断指再植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7095,N331514002_02,经显微镜断指再植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7096,N331514002_03,断趾再植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7097,N331514002_04,经显微镜断趾再植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7098,N331515001_00,手部掌指骨骨折切开复位内固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7099,N331515002_00,手部关节内骨折切开复位内固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7100,N331515003_00,本氏(Bennet)骨折切开复位内固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7101,N331515004_00,腕骨骨折切开复位内固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7102,N331515005_00,舟骨骨折切开复位内固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7103,N331515006_00,舟骨骨折不愈合切开植骨术+桡骨茎突切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7104,N331515007_00,舟骨骨折不愈合植骨术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7105,N331515008_00,月骨骨折切开复位内固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7106,N331515009_01,月骨骨折不愈合血管植入术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7107,N331515009_02,月骨骨折缺血坏死血管植入术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7108,N331515010_00,人工桡骨头月骨置换术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7109,N331516001_00,手部关节脱位切开复位内固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7110,N331517001_00,局限性腕骨融合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7111,N331517002_00,腕关节融合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7112,N331517003_00,指间关节融合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7113,N331517004_00,手部人工关节置换术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7114,N331518001_00,掌指骨软骨瘤刮除植骨术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7115,N331518002_01,掌指结核病灶清除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7116,N331518002_02,跖结核病灶清除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7117,N331518002_03,趾结核病灶清除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7118,N331518003_00,近排腕骨切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7119,N331518004_00,舟骨近端切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7120,N331518005_00,月骨摘除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7121,N331518006_00,月骨摘除肌腱填塞术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7122,N331518007_00,腕关节三角软骨复合体重建术,治疗费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7123,N331519001_01,并指分离术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7124,N331519001_02,并趾分离术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7125,N331519002_00,拇指再造术Ⅰ型,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7126,N331519003_00,拇指再造术Ⅱ型,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7127,N331519004_00,拇指再造术Ⅲ型,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7128,N331519005_00,拇指再造术Ⅳ型,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7129,N331519006_00,拇指再造术Ⅴ型,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7130,N331519007_00,拇指再造术Ⅵ型,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7131,N331519008_00,多指切除术,手术费,全自费,属于,不属于,不属于,先支付100%,先支付100%,先支付100%
7132,N331519009_00,其他指再造术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7133,N331519010_00,严重烧伤手畸形矫正术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7134,N331519011_00,手部瘢痕挛缩整形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7135,N331519012_01,指关节成形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7136,N331519012_02,趾关节成形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7137,N331519013_00,复合组织游离移植,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7138,N331519014_00,带蒂复合组织瓣成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7139,N331519015_00,手部带真皮下血管网皮肤移植术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7140,N331519016_00,手部关节松解术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7141,N331519017_01,掌指关节成形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7142,N331519017_02,跖趾关节成形术,手术费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
7143,N331520001_00,腕关节韧带修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7144,N331520002_01,指间或掌指关节侧副韧带修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7145,N331520002_02,指间或掌指关节囊韧带修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7146,N331520003_01,手部外伤皮肤缺损游离植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7147,N331520003_02,手掌背外伤皮肤缺损游离植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7148,N331520003_03,前臂外伤皮肤缺损游离植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7149,N331520003_04,手部多手指外伤皮肤缺损游离植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7150,N331520004_01,手外伤局部转移皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7151,N331520004_02,多手指外伤局部转移皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7152,N331520004_03,手掌背外伤局部转移皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7153,N331520004_04,前臂外伤局部转移皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7154,N331521001_00,手外伤腹部埋藏皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7155,N331521001_01,手外伤清创术后患指带蒂术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7156,N331521001_02,手外伤清创术后患指断蒂术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7157,N331521002_00,手外伤胸壁交叉皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7158,N331521003_00,手外伤交臂皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7159,N331521004_00,手外伤邻指皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7160,N331521005_00,手外伤鱼际皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7161,N331521006_01,手外伤推进皮瓣(V—Y)术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7162,N331521006_02,手外伤推进皮瓣--双V—Y术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7163,N331521007_00,手外伤邻指交叉皮下组织瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7164,N331521008_01,手外伤清创术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7165,N331521008_02,多手指外伤清创术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7166,N331521008_03,手掌背外伤清创术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7167,N331521008_04,前臂外伤清创术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7168,N331521009_01,指固有伸肌腱移位功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7169,N331521009_02,指固有伸肌重建伸拇功能术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7170,N331521009_03,指固有伸肌腱重建手指外展功能术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7171,N331521010_00,肩外展功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7172,N331521010_01,肩峰下减压术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7173,N331521010_02,肩峰成形术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7174,N331521011_00,屈肘功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7175,N331521012_00,伸腕功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7176,N331521013_00,伸指功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7177,N331521014_00,屈指功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7178,N331521015_01,拇指对掌功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7179,N331521015_02,拇指对掌长肌移位术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7180,N331521015_03,拇指对屈指浅移位术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7181,N331521015_04,拇指对伸腕肌移位术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7182,N331521015_05,拇指对外展小指肌移位术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7183,N331521016_00,缩窄性腱鞘炎切开术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7184,N331521017_00,腱鞘囊肿切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7185,N331521017_01,拇囊炎手术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7186,N331521018_00,掌筋膜挛缩切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7187,N331521019_00,侧副韧带挛缩切断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7188,N331521020_00,小肌肉挛缩切断术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7189,N331521021_00,手部皮肤撕脱伤修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7190,N331521022_00,手外伤清创反取皮植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7191,N331521023_00,手外伤大网膜移植植皮术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7192,N331521024_00,食指背侧岛状皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7193,N331521025_00,掌骨间背动脉倒转皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7194,N331521026_00,前臂桡尺动脉倒转皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7195,N331521027_00,环指岛状皮瓣术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7196,N331521028_01,肌腱粘连松解术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7197,N331521028_02,多个手指肌腱粘连松解术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7198,N331521028_03,前臂到手指肌腱粘连松解术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7199,N331521029_01,屈伸指肌腱吻合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7200,N331521029_02,屈伸指肌腱吻合术最高限价手术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7201,N331521030_01,屈伸指肌腱游离移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7202,N331521030_02,屈伸指肌腱游离移植术最高限价手术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7203,N331521031_00,滑车重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7204,N331521032_00,锤状指修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7205,N331521033_00,侧腱束劈开交叉缝合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7206,N331521034_00,“钮孔畸形”游离肌腱固定术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7207,N331521035_00,手内肌麻痹功能重建术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7208,N331521036_01,前臂桡神经探查吻合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7209,N331521036_02,前臂桡神经探查吻合显微手术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7210,N331521036_03,前臂正中神经探查吻合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7211,N331521036_04,前臂正中神经探查吻合显微手术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7212,N331521036_05,前臂尺神经探查吻合术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7213,N331521036_06,前臂尺神经探查吻合显微手术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7214,N331521037_01,前臂桡神经探查游离神经移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7215,N331521037_02,前臂桡神经探查游离神经移植显微手术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7216,N331521037_03,前臂正中神经探查游离神经移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7217,N331521037_04,前臂正中神经探查游离神经移植显微手术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7218,N331521037_05,前臂尺神经探查游离神经移植术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7219,N331521037_06,前臂尺神经探查游离神经移植显微手术,检查费,乙类,属于,不属于,不属于,先支付20%,无先支付,先支付20%
7220,N331521038_01,手腕部神经损伤修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7221,N331521038_02,手腕部桡神经浅支神经损伤修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7222,N331521038_03,手腕部指总神经损伤修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7223,N331521038_04,手腕部指固有神经损伤修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7224,N331521039_01,虎口加深成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7225,N331521039_02,虎口开大成形术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7226,N331521040_01,指蹼成形术,手术费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7227,N331521040_02,趾蹼成形术,手术费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
7228,N331521041_00,甲床修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7229,N331522001_00,骨骼肌软组织肿瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7230,N331522002_00,肌性斜颈矫正术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7231,N331522003_00,骨化性肌炎局部切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7232,N331522004_01,脑瘫肌力肌张力调整术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7233,N331522004_02,脑瘫肌力上下肢体肌腱松解术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7234,N331522004_03,脑瘫肌力上下肢体肌腱延长术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7235,N331522004_04,脑瘫肌力上下肢体肌腱切断术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7236,N331522004_05,脑瘫肌力上下肢体肌腱神经移位术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7237,N331522005_00,上肢筋膜间室综合征切开减压术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7238,N331522006_00,肱二头肌腱断裂修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7239,N331522006_01,肱三头肌腱断裂修补术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7240,N331522007_00,岗上肌腱钙化沉淀物取出术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7241,N331522008_00,肩袖破裂修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7242,N331522008_01,肩前盂唇损伤修补术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7243,N331522008_02,肩上盂唇撕裂修复术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7244,N331522008_03,肩盂唇修复术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7245,N331522009_00,腕管综合症切开减压术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7246,N331522010_00,肱二头肌长头腱脱位修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7247,N331522010_01,肱三头肌长头腱脱位修补术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7248,N331522011_00,格林先天性高肩胛症手术,手术费,甲类,属于,属于,不属于,无先支付,无先支付,无先支付
7249,N331522012_00,臀大肌挛缩切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7250,N331522013_00,髂胫束松解术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7251,N331522014_00,下肢筋膜间室综合征切开减压术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7252,N331522015_00,腓骨肌腱脱位修复术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7253,N331522016_00,跟腱断裂修补术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7254,N331523001_00,手法牵引复位术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7255,N331523002_00,皮肤牵引术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7256,N331523003_01,骨骼牵引术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7257,N331523003_02,骨骼牵引手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7258,N331523004_01,颅骨牵引术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7259,N331523004_02,颅骨牵引手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7260,N331523005_01,颅骨头环牵引术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7261,N331523005_02,颅骨头环牵引手术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7262,N331523006_00,石膏固定术--特大,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7263,N331523007_00,石膏固定术--大,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7264,N331523008_00,石膏固定术--中,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7265,N331523009_00,石膏固定术--小,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7266,N331523010_00,石膏拆除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7267,N331523011_00,各部位多头带包扎术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7268,N331523012_00,跟骨钻孔术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7269,N331601001_01,乳腺肿物穿刺术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7270,N331601001_02,乳腺肿物立体定位穿刺术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7271,N331601002_01,乳腺肿物切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7272,N331601002_02,乳腺多个肿物切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7273,N331601002_03,乳腺乳头状瘤切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7274,N331601002_04,乳腺小叶切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7275,N331601002_05,乳腺象限切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7276,N331601002_06,乳腺微创旋切术,检查费,乙类,属于,属于,不属于,先支付20%,无先支付,先支付20%
7277,N331601003_00,副乳切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7278,N331601004_01,单纯乳房切除术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
7279,N331601004_02,单纯乳房切除腋窝淋巴结清扫术,手术费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
